"Pill_id","name","logo","image","image_back","break_notch","color","weight","diameter","thickness","place","date","more_infos"
"0","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-gTwX6D.jpg","http://vied12.github.io/pillen/static/pillen/bild2-sFTpfr.jpg","True","#607c68,#5b7660","262.7 mg","9.3 mm","3.6 mm","Zürich","2014/09/26",""
"1","Route 66","Route 66","http://vied12.github.io/pillen/static/pillen/bild1-c0tcwz.jpg","http://vied12.github.io/pillen/static/pillen/bild2-TYZ4za.jpg","True","#3a7035,#3d7335","428.7 mg","10.4 x 10.2 mm","4.6 mm","Zürich","2014/09/26",""
"2","Supermann","Supermann","http://vied12.github.io/pillen/static/pillen/bild1-ZhfHmK.jpg","http://vied12.github.io/pillen/static/pillen/bild2-96s89D.jpg","False","#3d686b,#0e2527","354.0 mg","10.1 mm","5.3 mm","Zürich","2014/09/26",""
"3","Rakete (Fusion)","Rakete (Fusion)","http://vied12.github.io/pillen/static/pillen/bild1-Z67WpU.jpg","http://vied12.github.io/pillen/static/pillen/bild2-SfBNk5.jpg","False","#603530,#7c4f4c","343.7 mg","9.4 mm","4.5 mm","Zürich","2014/09/12",""
"4","Rakete (Fusion)","Rakete (Fusion)","http://vied12.github.io/pillen/static/pillen/bild1-IHNXLn.jpg","http://vied12.github.io/pillen/static/pillen/bild2-qxVFQG.jpg","False","#8d6305,#a17314","302.4 mg","9.4 mm","3.9 mm","Zürich","2014/09/12",""
"5","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-y2414e.jpg","http://vied12.github.io/pillen/static/pillen/bild2-9uCBRE.jpg","False","#286630,#082d0c","377.0 mg","10.1 mm","5.6 mm","Zürich","2014/09/12",""
"6","Bömbeli","Bombe","http://vied12.github.io/pillen/static/pillen/bild1-Yi7KBA.jpg","http://vied12.github.io/pillen/static/pillen/bild2-YqELbh.jpg","False","#617430,#74883e","188.2 mg","8.1 mm","4.0 mm","Zürich","2014/09/05",""
"7","Goldbarren","Gold","http://vied12.github.io/pillen/static/pillen/bild1-3U5gsz.jpg","http://vied12.github.io/pillen/static/pillen/bild2-vVibN8.jpg","False","#d0b582,#cdb27d","453.0 mg","12.3 x 8.3 mm","4.1 mm","Zürich","2014/09/05",""
"8","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-KCT05n.jpg","http://vied12.github.io/pillen/static/pillen/bild2-svw8Ee.jpg","True","#b4b9b6,#9ba3aa","357.3 mg","10.2 x 8.6 mm","3.4 mm","Zürich","2014/09/05",""
"9","No Name","No Name","http://vied12.github.io/pillen/static/pillen/bild1-tUILja.jpg","http://vied12.github.io/pillen/static/pillen/bild2-RWo8nu.jpg","False","#60685b,#5e695c","299.9 mg","8.6 mm","4.2 mm","Zürich","2014/09/05",""
"10","Bentley","Bentley","http://vied12.github.io/pillen/static/pillen/bild1-7oTe5g.jpg","http://vied12.github.io/pillen/static/pillen/bild2-Nmg6GY.jpg","True","#d08674,#9b4c3f","258.0 mg","8.3 mm","4.6 mm","Zürich","2014/09/05",""
"11","Bentley","Bentley","http://vied12.github.io/pillen/static/pillen/bild1-PaC7fN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-l7dYdC.jpg","True","#8d8098,#6a5a71","299.8 mg","8.5 mm","5.5 mm","Zürich","2014/09/05",""
"12","Pinke Pyramide","Pinke Pyramide","http://vied12.github.io/pillen/static/pillen/bild1-VopeSI.jpg","","True","#968577","284.2 mg","8.0 mm","6.0 mm","Zürich","2014/09/05",""
"13","Batman","Batman","http://vied12.github.io/pillen/static/pillen/bild1-boTeNY.jpg","http://vied12.github.io/pillen/static/pillen/bild2-hv6imR.jpg","False","#d2b857,#ccb561","205.6 mg","8.1 mm","3.2 mm","Zürich","2014/09/05",""
"14","?","unbekannt","http://vied12.github.io/pillen/static/pillen/bild1-odHnDv.jpg","http://vied12.github.io/pillen/static/pillen/bild2-O8zeiY.jpg","True","#85a195,#8799b8","-","8.5 x 7.3 mm","-","Zürich","2014/09/05",""
"15","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-VHSaiO.jpg","http://vied12.github.io/pillen/static/pillen/bild2-PfDFp6.jpg","False","#7e5657,#59282d","331.0 mg","10.2 x 10.1 mm","5.8 mm","Zürich","2014/08/22",""
"16","Geistli","Geistli","http://vied12.github.io/pillen/static/pillen/bild1-WNPbal.jpg","http://vied12.github.io/pillen/static/pillen/bild2-pcx66a.jpg","False","#253c3a,#395453","249.7 mg","9 mm","4.7 mm","Zürich","2014/08/22",""
"17","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-u2tjf0.jpg","http://vied12.github.io/pillen/static/pillen/bild2-gCq5kK.jpg","True","#457868,#538a7c","389.5 mg","10.5 x 10.2 mm","6.0 mm","Zürich","2014/08/22",""
"18","No Name","No Name","http://vied12.github.io/pillen/static/pillen/bild1-hrkEbw.jpg","http://vied12.github.io/pillen/static/pillen/bild2-7RIakC.jpg","False","#656e5b,#495446","301,4 mg","8,6 mm","4,2 mm","Zürich","2014/08/15",""
"19","Ahorn","Ahorn","http://vied12.github.io/pillen/static/pillen/bild1-ix7TFV.jpg","http://vied12.github.io/pillen/static/pillen/bild2-2slj54.jpg","True","#305960,#2d616a","367,5 mg","8,2 mm","6,3 mm","Zürich","2014/08/08",""
"20","Geist (Pac - Man)","Geist (Pac - Man)","http://vied12.github.io/pillen/static/pillen/bild1-ShEXs5.jpg","http://vied12.github.io/pillen/static/pillen/bild2-s7lsuD.jpg","False","#8f9786,#4d5543","31 0.3 mg","9.1 mm","5.5 mm","Zürich","2014/08/01",""
"21","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-lRxXy9.jpg","http://vied12.github.io/pillen/static/pillen/bild2-WpQ36r.jpg","True","#4a1010,#791c1c","229.6 mg","9.1 mm","3.9 mm","Zürich","2014/08/01",""
"22","Facebook","Facebook","http://vied12.github.io/pillen/static/pillen/bild1-GliztW.jpg","http://vied12.github.io/pillen/static/pillen/bild2-3pgwvb.jpg","False","#adb092,#737458","302.7 mg","8.1 mm","5.0 mm","Zürich","2014/07/25",""
"23","Delfin","Delfin","http://vied12.github.io/pillen/static/pillen/bild1-hs0cYS.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ESmfXT.jpg","True","#9b9773,#7b7757","324.8 mg","8.1 mm","5.2 mm","Zürich","2014/07/25",""
"24","Pilz","Pilz","http://vied12.github.io/pillen/static/pillen/bild1-EYX3i8.jpg","http://vied12.github.io/pillen/static/pillen/bild2-HTq6IT.jpg","True","#822b24,#852d28","291.7 mg","9.1 mm","4.7 mm","Zürich","2014/07/18",""
"25","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-3Do2Ib.jpg","http://vied12.github.io/pillen/static/pillen/bild2-RTdvKU.jpg","True","#a78862,#a87e53","353.3 mg","9.1 mm","5.1 mm","Zürich","2014/07/18",""
"26","Geistli","Geistli","http://vied12.github.io/pillen/static/pillen/bild1-K4fgtA.jpg","http://vied12.github.io/pillen/static/pillen/bild2-lP9emv.jpg","False","#658989,#557a7b","248.9 mg","9 mm","4.7 mm","Zürich","2014/07/18",""
"27","Handgranate","Handgranate","http://vied12.github.io/pillen/static/pillen/bild1-T2hx3C.jpg","http://vied12.github.io/pillen/static/pillen/bild2-TS37I9.jpg","True","#99c195,#194d19","274.7 mg","(L) 9.1 x (B) 7.1 mm","5.6 mm","Zürich","2014/07/11",""
"28","Pilz","Pilz","http://vied12.github.io/pillen/static/pillen/bild1-Q24k0D.jpg","http://vied12.github.io/pillen/static/pillen/bild2-KsrSRi.jpg","True","#8a5b08,#704100","310.6 mg","9.0 mm","5.1 mm","Zürich","2014/07/11",""
"29","Superman","Superman","http://vied12.github.io/pillen/static/pillen/bild1-qrJuqx.jpg","http://vied12.github.io/pillen/static/pillen/bild2-prUV6N.jpg","False","#ddab18,#cc930c","372,1 mg","(L) 10.9 x (B) 10.0 mm","5.6 mm","Zürich","2014/07/11",""
"30","Thumbs up","Thumps up","http://vied12.github.io/pillen/static/pillen/bild1-9Riqaq.jpg","http://vied12.github.io/pillen/static/pillen/bild2-N31O4z.jpg","False","#20221e,#0a0b09","593.5 mh","ca 9 mm","ca 8 mm","Zürich","2014/07/02",""
"31","Super Mario","Super Mario","http://vied12.github.io/pillen/static/pillen/bild1-F8i4j2.jpg","http://vied12.github.io/pillen/static/pillen/bild2-pkXCri.jpg","False","#476f35,#487137","282.2 mg","Länge 11.3 mm Breite: 9.4 mm","5.6 mm","Zürich","2014/07/02",""
"32","Smiley","Smiley","http://vied12.github.io/pillen/static/pillen/bild1-Hd3rUA.jpg","http://vied12.github.io/pillen/static/pillen/bild2-asIAFW.jpg","False","#63632d,#a2a258","284.6 mg","8.2 mm","5.2 mm","Zürich","2014/07/02",""
"33","Red Bull","Red Bull","http://vied12.github.io/pillen/static/pillen/bild1-tBaA3Z.jpg","http://vied12.github.io/pillen/static/pillen/bild2-msebZc.jpg","False","#9e6a41,#88542d","484.7 mg","10.1 mm","5,8 mm","Zürich","2014/07/02",""
"34","Superman / Spiderman","Superman / Spiderman","http://vied12.github.io/pillen/static/pillen/bild1-SOPObn.jpg","http://vied12.github.io/pillen/static/pillen/bild2-s9R5I5.jpg","True","#f35755,#dd3737","297.8 mg","9.9 mm","5.7 mm","Zürich","2014/07/01",""
"35","? Totenkopf / Atom","X, Totenkopf","http://vied12.github.io/pillen/static/pillen/bild1-LHX9AP.jpg","http://vied12.github.io/pillen/static/pillen/bild2-kO2800.jpg","True","#90403e,#7d2221","236.9 mg","8.1 mm","4.8 mm","Zürich","2014/06/20",""
"36","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-ucvIws.jpg","http://vied12.github.io/pillen/static/pillen/bild2-k726dI.jpg","True","#836b53,#987c62","311.3 mg","9.1 mm","4.7 mm","Zürich","2014/06/20",""
"37","No Name","No Name","http://vied12.github.io/pillen/static/pillen/bild1-0VA9iy.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5mEoE3.jpg","True","#a49e92,#999487","234.8 mg","8.2 mm","4.5 mm","Zürich","2014/06/20",""
"38","Bentley","Bentley","http://vied12.github.io/pillen/static/pillen/bild1-iRCsEN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ix7115.jpg","True","#369bae,#2e8088","299.9 mg","8.0 mm","5.5 mm","Zürich","2014/06/06",""
"39","Android","Android","http://vied12.github.io/pillen/static/pillen/bild1-MdxRPG.jpg","http://vied12.github.io/pillen/static/pillen/bild2-6zZuWw.jpg","False","#2b6161,#477e7d","389.8 mg","9.0 mm","5.0 mm","Zürich","2014/06/03",""
"40","Chill Pill","Chill Pill","http://vied12.github.io/pillen/static/pillen/bild1-ChcDlI.jpg","http://vied12.github.io/pillen/static/pillen/bild2-tfWymq.jpg","True","#575639,#6b6c45","12.7 mg","5.5mm (Länge) x 7.5 mm (Breite)","-","Zürich","2014/06/03",""
"41","C","C","http://vied12.github.io/pillen/static/pillen/bild1-fblABz.jpg","http://vied12.github.io/pillen/static/pillen/bild2-OnKCgz.jpg","True","#eb515d,#f75c71","247.7 mg","8.1 mm","3.9 mm","Zürich","2014/05/20",""
"42","2C-E","2C-E","http://vied12.github.io/pillen/static/pillen/bild1-hT5ogH.jpg","http://vied12.github.io/pillen/static/pillen/bild2-27B9IY.jpg","False","#654933,#5a3923","209.7 mg","9.1 mm","2.6 mm","Zürich","2014/05/20",""
"43","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-Za4Scn.jpg","http://vied12.github.io/pillen/static/pillen/bild2-6SijOG.jpg","True","#ced3d3,#98a5a2","352.85 mg","10.4 mm","3.4 mm","Zürich","2014/05/16",""
"44","Domino","Domino","http://vied12.github.io/pillen/static/pillen/bild1-Ea9VSy.jpg","http://vied12.github.io/pillen/static/pillen/bild2-NgTgxM.jpg","False","#edeae6,#b2b0ab","453.20 mg","12.2 x 6.1 mm","5.1 mm","Zürich","2014/05/16",""
"45","Spiderman / Superman","Superman / hinten Spidermanmaske","http://vied12.github.io/pillen/static/pillen/bild1-mn3ZE9.jpg","http://vied12.github.io/pillen/static/pillen/bild2-HnLvW1.jpg","True","#baa6b1,#aea7ae","286.0 mg","8.3 mm","5.0 mm","Zürich","2014/05/16",""
"46","Tasmanischer Teufel","Tasmanischer Teufel","http://vied12.github.io/pillen/static/pillen/bild1-a71dbP.jpg","http://vied12.github.io/pillen/static/pillen/bild2-qFkwuf.jpg","False","#98a286,#d5d7c2","286.7 mg","9.1 mm","3.9 mm","Zürich","2014/05/16",""
"47","Nike","Nike","http://vied12.github.io/pillen/static/pillen/bild1-skCgXT.jpg","http://vied12.github.io/pillen/static/pillen/bild2-VblRf6.jpg","True","#edb4ae,#ea959d","262.2 mg","8.0 mm","4.3 mm","Zürich","2014/05/16",""
"48","C","C","http://vied12.github.io/pillen/static/pillen/bild1-eT5jlc.jpg","http://vied12.github.io/pillen/static/pillen/bild2-EmMqSI.jpg","True","#f45e6b,#fd7083","247.7 mg","8.1 mm","3.9 mm","Zürich","2014/05/16",""
"49","Facebook","Facebook","http://vied12.github.io/pillen/static/pillen/bild1-1vJQev.jpg","http://vied12.github.io/pillen/static/pillen/bild2-zxpDae.jpg","False","#3f433b,#b4b6b2","329.2 mg","8.0 mm","5.3 mm","Zürich","2014/05/16",""
"50","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-T8IK8X.jpg","http://vied12.github.io/pillen/static/pillen/bild2-kvurwV.jpg","True","#75af93,#81a989","259.8 mg","9.2 mm","3.7 mm","Zürich","2014/05/16",""
"51","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-BIPI5C.jpg","http://vied12.github.io/pillen/static/pillen/bild2-hkgMK1.jpg","True","#a7683d,#8c481e","293.5 mg","8.1 mm","5.6 mm","Zürich","2014/05/14",""
"52","No Name","Bruchrille, Minus (?)","http://vied12.github.io/pillen/static/pillen/bild1-oG4UXq.jpg","http://vied12.github.io/pillen/static/pillen/bild2-UAcy0D.jpg","False","#849284,#59685d","297.4 mg","8.6 mm","4.2 mm","Zürich","2014/05/14",""
"53","Facebook","kleines ""f""","http://vied12.github.io/pillen/static/pillen/bild1-zFAbM3.jpg","http://vied12.github.io/pillen/static/pillen/bild2-3m6so3.jpg","True","#8fa48f,#7f9481","247.7 mg","8.0 mm","4.4 mm","Zürich","2014/05/14",""
"54","Beatles","Quadratische Pappe mehrfarbig","http://vied12.github.io/pillen/static/pillen/bild1-Om6xHu.jpg","http://vied12.github.io/pillen/static/pillen/bild2-2XX2LB.jpg","True","#ab4e1b,#98a190","11.5 mg","6.4 mm x 6.4 mm","-","Zürich","2014/05/14",""
"55","Smiley","Smiley","http://vied12.github.io/pillen/static/pillen/bild1-M1QZft.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ISl7lP.jpg","False","#7f1c17,#913935","277.3 mg","9.1 mm","3.5 mm","Zürich","2014/05/02",""
"56","Apple","Apfel","http://vied12.github.io/pillen/static/pillen/bild1-uMm1wn.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ljgJV9.jpg","True","#395256,#243d43","274.3 mg","8.1 mm","4.2 mm","Zürich","2014/05/02",""
"57","X, Totenkopf","X, Totenkopf","http://vied12.github.io/pillen/static/pillen/bild1-gAn17q.jpg","http://vied12.github.io/pillen/static/pillen/bild2-YXQ9eF.jpg","False","#7f8667,#989d7d","303.0 mg","8.1 mm","5.1 mm","Zürich","2014/04/25",""
"58","Pac-Man","Geist","http://vied12.github.io/pillen/static/pillen/bild1-u2WRwo.jpg","http://vied12.github.io/pillen/static/pillen/bild2-3RuJGN.jpg","False","#8396a6,#455461","241.0 mg","9 x 6,6 mm","4.9 mm","Zürich","2014/04/17",""
"59","Domino","Sechs / Eins","http://vied12.github.io/pillen/static/pillen/bild1-xN1Jjj.jpg","http://vied12.github.io/pillen/static/pillen/bild2-y7sObV.jpg","True","#92bac3,#80b1b6","319.3 mg","9,1 x 9,1 mm","3.4 mm","Zürich","2014/04/17",""
"60","Ahornblatt","Ahornblatt","http://vied12.github.io/pillen/static/pillen/bild1-pZw4Um.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ZFdVVu.jpg","True","#83a572,#638d50","239.1 mg","9.1 mm","3.1 mm","Zürich","2014/04/17",""
"61","Schmetterling","Schmetterling","http://vied12.github.io/pillen/static/pillen/bild1-Oa5BvQ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-BDxdb2.jpg","False","#69788b,#617287","272.4 mg","8.1 mm","4.3 mm","Zürich","2014/04/17",""
"62","Superman","S","http://vied12.github.io/pillen/static/pillen/bild1-ANWiHC.jpg","http://vied12.github.io/pillen/static/pillen/bild2-JtNe7h.jpg","True","#ab9117,#9a8017","296.0 mg","8.3 mm","5.8 mm","Zürich","2014/04/17",""
"63","Android","Android","http://vied12.github.io/pillen/static/pillen/bild1-6BJXrl.jpg","http://vied12.github.io/pillen/static/pillen/bild2-tlp340.jpg","True","#5d8c88,#669b99","369.2 mg","9.1 mm","5.0 mm","Zürich","2014/04/17",""
"64","Phillipp Plein (Decibel)","PP","http://vied12.github.io/pillen/static/pillen/bild1-mauvw9.jpg","http://vied12.github.io/pillen/static/pillen/bild2-cDMrhe.jpg","True","#30535e,#648990","367.7 mg - 371.1 mg","9.1 mm","4.6 mm - 4.8 mm","Zürich","2014/04/17",""
"65","No Name","Angedeutetes R auf der Rückseite","http://vied12.github.io/pillen/static/pillen/bild1-a9ysSH.jpg","http://vied12.github.io/pillen/static/pillen/bild2-p1PDW2.jpg","False","#2c483b,#607d6b","243.5 mg","8.1 mm","5.2 mm","Zürich","2014/04/17",""
"66","Rolex","Rolex","http://vied12.github.io/pillen/static/pillen/bild1-Vr6F1T.jpg","http://vied12.github.io/pillen/static/pillen/bild2-Qo864L.jpg","False","#d085a4,#9c4258","274.4 mg","8.21 mm","4.65 mm","Zürich","2014/04/08",""
"67","Trance Robot","Robot","http://vied12.github.io/pillen/static/pillen/bild1-lsnJex.jpg","http://vied12.github.io/pillen/static/pillen/bild2-qXgEuA.jpg","True","#3a7b66,#518f81","276.3 mg","9.0 mm","3.6 mm","Zürich","2014/04/04",""
"68","Zwei Hände","Zwei Hände","http://vied12.github.io/pillen/static/pillen/bild1-zP81Lv.jpg","http://vied12.github.io/pillen/static/pillen/bild2-r0u3px.jpg","True","#a7613c,#913c0e","217. 8 mg","9.0 mm","3.2 mm","Zürich","2014/03/21",""
"69","Superman","Superman / hinten Spidermanmaske","http://vied12.github.io/pillen/static/pillen/bild1-v2hkh9.jpg","http://vied12.github.io/pillen/static/pillen/bild2-nIapsy.jpg","True","#8b7314,#745c0b","290 mg","Länge 9.8 mm / Breite 9.1 mm","5.8 mm","Zürich","2014/03/21",""
"70","Grünes Dreieck","Grünes Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-ejhwLe.jpg","","False","#79a468","428.1 mg","Länge 15.2mm, Breite 7.1mm","4.6 mm","Zürich","2014/03/18",""
"71","Smiley","Smiley","http://vied12.github.io/pillen/static/pillen/bild1-VFJdGv.jpg","","True","#c2b8a7","289.9 mg","8.1 mm","5.0 mm","Zürich","2014/03/18",""
"72","Oranges Dreieck","Oranges Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-DgOQ8d.jpg","","False","#caa10c","325.9 mg","Länge 15.2mm, Breite 7.1mm","3.8 mm","Zürich","2014/03/18",""
"73","WY","WY","http://vied12.github.io/pillen/static/pillen/bild1-mG1xOE.jpg","http://vied12.github.io/pillen/static/pillen/bild2-YeZ3wy.jpg","True","#971909,#851003","87.2 mg","6.0 mg","2.9 mg","Zürich","2014/03/15",""
"74","Schwan","Schwan","http://vied12.github.io/pillen/static/pillen/bild1-WhoRAG.jpg","http://vied12.github.io/pillen/static/pillen/bild2-6Vrc2E.jpg","False","#a04342,#7b1f1f","308.7 mg","9.1 mm","3.9 mm","Zürich","2014/03/15",""
"75","Auge des Pharao","Auge","http://vied12.github.io/pillen/static/pillen/bild1-xJwGyB.jpg","http://vied12.github.io/pillen/static/pillen/bild2-33Z36h.jpg","False","#441110,#471616","147.6 mg","6.0 mm","3.8 mm","Zürich","2014/03/07",""
"76","Pilz","Pilz","http://vied12.github.io/pillen/static/pillen/bild1-Tss1a2.jpg","http://vied12.github.io/pillen/static/pillen/bild2-rbMBwC.jpg","False","#468d8f,#38797c","314.0 mg","9.1 mm","5.1 mm","Zürich","2014/02/28",""
"77","Unbekannt","AB 260","http://vied12.github.io/pillen/static/pillen/bild1-4v3kak.jpg","http://vied12.github.io/pillen/static/pillen/bild2-7lUmE1.jpg","True","#7c8578,#9fa799","298.8 mg","8.0 mm","5.2 mm","Zürich","2014/02/28",""
"78","Mitsubishi","Mitsubishi","http://vied12.github.io/pillen/static/pillen/bild1-Wb3dyY.jpg","http://vied12.github.io/pillen/static/pillen/bild2-PcnDis.jpg","True","#3c6840,#57835f","242.7 mg","9.2 mm","3.5 mm","Zürich","2014/02/21",""
"79","Herz","Herz","http://vied12.github.io/pillen/static/pillen/bild1-hQAaXh.jpg","http://vied12.github.io/pillen/static/pillen/bild2-rIuZrZ.jpg","True","#ab3d0a,#cd6626","292.9 mg","8.1 mm","5.6 mm","Zürich","2014/02/21",""
"80","Adler","Adler","http://vied12.github.io/pillen/static/pillen/bild1-SR7AyN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-kttw1p.jpg","False","#a23035,#d46f73","295.8 mg","9.2 mm","3.9 mm","Zürich","2014/02/21",""
"81","Louis Vitton","Louis Vitton","http://vied12.github.io/pillen/static/pillen/bild1-WsZwm5.jpg","http://vied12.github.io/pillen/static/pillen/bild2-67P2Jj.jpg","False","#c7686b,#a54245","255.3 mg","9.1 mm","3.7 mm","Zürich","2014/02/21",""
"82","Mercedes","Mercedes","http://vied12.github.io/pillen/static/pillen/bild1-GctMQJ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-5peHAa.jpg","False","#2b392e,#728478","262.5 mg","8.3 mm","4.2 mm","Zürich","2014/02/14",""
"83","Android","Android","http://vied12.github.io/pillen/static/pillen/bild1-xOzaTb.jpg","http://vied12.github.io/pillen/static/pillen/bild2-1y5dRQ.jpg","False","#566345,#3c4226","297.3 mg","9.1 mm","5.1 mm","Zürich","2014/02/14",""
"84","No Name (evtl. Bombe)","Bombe?","http://vied12.github.io/pillen/static/pillen/bild1-lnZWWv.jpg","http://vied12.github.io/pillen/static/pillen/bild2-VbRoYy.jpg","False","#798d48,#7e9248","173.9 mg","8.0 mm","4.4 mm","Zürich","2014/02/14",""
"85","PP","PP","http://vied12.github.io/pillen/static/pillen/bild1-wtR67q.jpg","http://vied12.github.io/pillen/static/pillen/bild2-3uSp3r.jpg","True","#986e05,#b69705","381.1 mg","9.8 mm","6.0 mm","Zürich","2014/01/31",""
"86","Bitcoin","Bitcoin","http://vied12.github.io/pillen/static/pillen/bild1-QxDJkp.jpg","http://vied12.github.io/pillen/static/pillen/bild2-RJ6IsU.jpg","False","#ba8d2a,#c7992a","401.6 mg","9.1 mm","5.3 mm","Zürich","2014/01/31",""
"87","Dreieck","Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-9AGO04.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ouHvYE.jpg","False","#414053,#3c3c50","440.5 mg","Länge 15.2mm, Breite 7.1mm","4.7 mm","Zürich","2014/01/17",""
"88","Playboy Bunny","Playboy-Hase","http://vied12.github.io/pillen/static/pillen/bild1-lcrwVN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-rRWw3q.jpg","True","#136067,#3298a2","255.0 mg","8.0 mm","5.0 mm","Zürich","2014/01/10",""
"89","Rolex","Krone","http://vied12.github.io/pillen/static/pillen/bild1-VVM9WZ.jpg","http://vied12.github.io/pillen/static/pillen/bild2-uub0Qy.jpg","False","#1e4128,#386243","273.4 mg","8 mm","5.4 mm","Zürich","2013/12/20",""
"90","Party-Flock","Party Flock","http://vied12.github.io/pillen/static/pillen/bild1-XIA5sv.jpg","http://vied12.github.io/pillen/static/pillen/bild2-q0sxHo.jpg","False","#0f340e,#285c2a","355.1 mg","9.2 mm","4.9 mm","Zürich","2013/12/06",""
"91","Audi","Audi-Logo","http://vied12.github.io/pillen/static/pillen/bild1-ILOoJu.jpg","http://vied12.github.io/pillen/static/pillen/bild2-epISkn.jpg","False","#bdcccb,#c2cdcd","300.7 mg","8.2 mm","4.6 mm","Zürich","2013/12/06",""
"92","Bart Simpson","Bart Simpson","http://vied12.github.io/pillen/static/pillen/bild1-4SFabl.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ZSecUN.jpg","True","#87a54b,#617a36","294.1 mg","8.8 mm","6.6 mm","Zürich","2013/12/06",""
"93","Blaues Dreieck","Blaues Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-NRQW4L.jpg","http://vied12.github.io/pillen/static/pillen/bild2-4a9ejk.jpg","False","#41454b,#2b2c33","444.2 mg","Länge: 15.2 mm / Breite 7.1mm","4.8 mm","Zürich","2013/11/29",""
"94","Magenta Dreieck","Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-rUokLk.jpg","http://vied12.github.io/pillen/static/pillen/bild2-APe1wd.jpg","False","#914745,#732b2d","424.8 mg","Lange: 15.2 mm / Breite 7.1 mm","4.8 mm","Zürich","2013/11/29",""
"95","Violettes Dreieck","Violettes Dreieck","http://vied12.github.io/pillen/static/pillen/bild1-jQHQEs.jpg","http://vied12.github.io/pillen/static/pillen/bild2-XeU8RM.jpg","False","#31272a,#34252c","457.8 mg","Länge: 15.2 mm / Breite: 7.1 mm","4.9 mm","Zürich","2013/11/29",""
"96","Stern","Stern","http://vied12.github.io/pillen/static/pillen/bild1-9tM0ur.jpg","http://vied12.github.io/pillen/static/pillen/bild2-uj6M5T.jpg","True","#844539,#6c2018","321.3 mg","8.8 mm","4.0 mm","Zürich","2013/11/29",""
"97","No Name","No Name","http://vied12.github.io/pillen/static/pillen/bild1-4vOFMw.jpg","http://vied12.github.io/pillen/static/pillen/bild2-nUirAz.jpg","False","#b67c87,#d39aa4","344.1 mg","8.4 mm","5.5 mm","Zürich","2013/11/29",""
"98","Decibel","Decibel","http://vied12.github.io/pillen/static/pillen/bild1-319IbJ.jpg","","False","#41808d","488.4 mg","9.1 mm","6.2 mm","Zürich","2013/11/22",""
"99","Bentley","B","http://vied12.github.io/pillen/static/pillen/bild1-miss18.jpg","http://vied12.github.io/pillen/static/pillen/bild2-O9zcLa.jpg","True","#697987,#75838f","262.7 mg","8.1 mm","4.8 mm","Zürich","2013/11/22",""
"100","Android","Roboter","http://vied12.github.io/pillen/static/pillen/bild1-CykpzN.jpg","http://vied12.github.io/pillen/static/pillen/bild2-ygLTjV.jpg","False","#66854e,#7e9e61","409.7 mg","9.1 mm","5.2 mm","Zürich","2013/11/22",""
"101","Appel","Apfel","http://vied12.github.io/pillen/static/pillen/bild1-DfpsCV.jpg","http://vied12.github.io/pillen/static/pillen/bild2-z21SzG.jpg","False","#758392,#808f9e","271 mg","8,2 mm","4,3 mm","Zürich","2013/11/22",""
"102","Totenkopf","Totenkopf","http://vied12.github.io/pillen/static/pillen/bild1-rTLCLT.jpg","http://vied12.github.io/pillen/static/pillen/bild2-1bbFDR.jpg","True","#36844c,#32864b","221,8 mg","8 mm","4,4 mm","Zürich","2013/11/19",""
"103","Zwei Hände","Zwei Hände","http://vied12.github.io/pillen/static/pillen/bild1-aJldly.jpg","http://vied12.github.io/pillen/static/pillen/bild2-8BF7aP.jpg","True","#78692c,#857531","235,4 mg","9,1 mm","3,2 mm","Zürich","2013/10/25",""
